Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Registrar Horas de Trabajo,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Campo personalizado (Casos de prueba),Campo personalizado (Criterios de aceptacion),Campo personalizado (Issue color),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Team),Campo personalizado (Tipo),Campo personalizado (development),Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
[Backend] Implementar Query de Listado (Service),DUMI-160,10899,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:01 PM,04/dic/25 1:58 AM,,,,0,"En {{src/order/order.service.ts}}, implementar método {{getAllOrders}}.



*Clave:* Usar QueryBuilder con relaciones:



{{.find({ relations: ['quote', 'quote.customer'] })}}.



Luego mapear el resultado a {{OrderSummary}} para no enviar datos innecesarios anidados.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000of:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,30/nov/25 9:01 PM,10530,DUMI-97,Listar órdenes
[Backend] Endpoint de Listado Protegido,DUMI-161,10901,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:01 PM,04/dic/25 1:58 AM,,,,0,"En {{src/order/order.controller.ts}}, implementar {{GET /orders}}. Decorar con {{@Roles(ROLES.SELLER)}} para permitir acceso a empleados. Retornar el array de {{OrderSummary}}.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000on:,Tablero Sprint 2,,,Seguridad,{},,Por hacer,30/nov/25 9:01 PM,10530,DUMI-97,Listar órdenes
[Backend] E2E Test: Listado de Producción,DUMI-162,10903,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:01 PM,04/dic/25 1:58 AM,,,,0,"Crear test en {{test/order.e2e-spec.ts}}:



# Crear 2 Órdenes (una IN_PRODUCTION, una DONE).



# Llamar a {{GET /orders}}.



# Verificar que trae 2 registros y que los campos calculados (ej. nombre cliente) son correctos.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000ov:,Tablero Sprint 2,,,Pruebas,{},,Por hacer,30/nov/25 9:01 PM,10530,DUMI-97,Listar órdenes
[Backend] Actualizar OrderEntity (Motivo),DUMI-163,10905,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:10 PM,04/dic/25 1:58 AM,,,,0,"# En {{src/order/entities/order.entity.ts}}, agregar columna {{@Column({ nullable: true }) cancellationReason: string}}.



# Asegurar que {{OrderStatus.CANCELLED}} existe en {{src/order/enum/order-status.enum.ts}}.



# Generar migración de TypeORM.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000p3:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,30/nov/25 9:10 PM,10531,DUMI-98,Cancelar orden
[Backend] Definir DTO CancelOrderDto,DUMI-164,10907,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:10 PM,04/dic/25 1:58 AM,,,,0,"Crear {{src/order/dtos/cancel-order.dto.ts}}.



Debe tener un campo {{reason}} validado con {{@IsNotEmpty()}} y {{@IsString()}}. No debe permitir cancelar sin enviar un texto explicativo.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000pb:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,30/nov/25 9:10 PM,10531,DUMI-98,Cancelar orden
[Backend] Lógica de Negocio (Service),DUMI-165,10909,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:10 PM,04/dic/25 1:58 AM,,,,0,"En {{src/order/order.service.ts}}, crear método {{cancelOrder(id, reason)}}.



*Validaciones:*



# Buscar orden.



# Si {{status !== IN_PRODUCTION}}, lanzar {{BadRequestException('Only orders in production can be cancelled')}}.



# Si pasa, setear {{status = CANCELLED}} y {{cancellationReason = reason}}.



# Guardar.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000pj:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,30/nov/25 9:10 PM,10531,DUMI-98,Cancelar orden
[Backend] Endpoint Específico de Cancelación,DUMI-166,10911,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:10 PM,04/dic/25 1:58 AM,,,,0,"En {{src/order/order.controller.ts}}, crear endpoint {{PATCH /orders/:id/cancel}}.



# Usar {{@Roles(ROLES.SELLER)}}.



# Recibir {{CancelOrderDto}} en el {{@Body()}}.



# Llamar al servicio.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000pr:,Tablero Sprint 2,,,Integración,{},,Por hacer,30/nov/25 9:10 PM,10531,DUMI-98,Cancelar orden
[Backend] E2E Test: Flujo de Cancelación,DUMI-167,10913,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,30/nov/25 9:10 PM,04/dic/25 1:58 AM,,,,0,"Agregar casos en {{test/order.e2e-spec.ts}}:



# *Happy Path:* Cancelar orden en {{IN_PRODUCTION}} con motivo -> 200 OK y verificar DB.



# *Error de Estado:* Cancelar orden {{DONE}} -> 400 Bad Request.



# *Validación:* Cancelar sin enviar motivo -> 400 Bad Request.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000pz:,Tablero Sprint 2,,,Pruebas,{},,Por hacer,30/nov/25 9:10 PM,10531,DUMI-98,Cancelar orden
Diseños Personalizados,DUMI-169,10947,Historia,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 12:15 AM,04/dic/25 11:16 AM,,,,0,"*Yo como* Vendedor/Administrador *quiero* registrar prendas en modo ""Borrador"" (Draft) y poder convertirlas posteriormente en productos oficiales, *para* agilizar la cotización de diseños personalizados.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,"* *Creación Rápida (Draft):* Enviar una petición a {{/clothes/quick-create}} con nombre, precio e imagen. Verificar que retorna {{201 Created}}, que el campo {{isDraft}} es {{true}} y que se creó automáticamente una variante (Talla: Unique/M, Género: Unisex, Adicional: 0).
* *Visualización de Estado:* Consultar el endpoint {{GET /clothes/:id}} de la prenda recién creada y verificar que en la respuesta JSON aparece explícitamente {{isDraft: true}}.
* *Publicación de Prenda:* Editar la prenda ({{PATCH /clothes/:id}}) enviando {{isDraft: false}}. Verificar que el cambio se persiste en base de datos (la prenda pasa a ser oficial).
* *Integridad de Listado:* Llamar a {{GET /clothes}} y confirmar que las prendas borrador aparecen en la lista y se pueden distinguir de las oficiales mediante la propiedad {{isDraft}}.","* Existencia de un flujo de creación rápida que solo requiera nombre, precio estimado e imágenes (genera talla única/unisex por defecto).
* Las prendas creadas así deben tener la marca {{isDraft = true}}.
* *Listados:* El endpoint de listado de prendas debe devolver el estado {{isDraft}}. (Opcional: permitir filtrar por este estado).
* *Edición/Publicación:* Al editar una prenda existente, debe ser posible cambiar {{isDraft}} de {{true}} a {{false}} (Publicar), idealmente validando que se hayan configurado las tallas finales.
* Debe ser posible cambiar isInEcommerce para mostrar/ocultar en el e-commerce.",,0|i0005i:y,Tablero Sprint 1,,,,{},,Por hacer,03/dic/25 12:15 AM,10471,DUMI-74,Gestión de prendas
[Backend] Modificar Entidad de Prenda y Migración,DUMI-170,10981,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 12:31 AM,04/dic/25 1:47 AM,,,,0,"Agregar una columna booleana ({{isDraft}}) a la entidad de prendas con valor por defecto en falso, y opcionalmente un campo para metadatos (JSON). Generar la migración de base de datos correspondiente.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000q7:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 12:31 AM,10947,DUMI-169,Diseños Personalizados
[Backend] Definir DTO de Creación Rápida,DUMI-171,10983,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 12:31 AM,04/dic/25 1:47 AM,,,,0,"Crear un objeto de transferencia de datos (DTO) simplificado que valide solo los campos esenciales (nombre, precio estimado) y permita imágenes opcionales, excluyendo la validación estricta de variantes.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000qf:,Tablero Sprint 1,,,Validación,{},,Por hacer,03/dic/25 12:31 AM,10947,DUMI-169,Diseños Personalizados
[Backend] Implementar Lógica de Servicio (Quick Create),DUMI-172,10985,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 12:31 AM,04/dic/25 1:47 AM,,,,0,Desarrollar la lógica de negocio para registrar la prenda marcada como borrador. Debe incluir la generación automática de una variante por defecto (ej. Talla Única / Unisex) para permitir su uso inmediato en cotizaciones.,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000qn:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 12:31 AM,10947,DUMI-169,Diseños Personalizados
[Backend] Endpoint de Creación Rápida,DUMI-173,10987,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 12:31 AM,04/dic/25 1:47 AM,,,,0,Implementar la ruta API (POST) para el registro rápido. Debe integrar la lógica de creación del servicio y reutilizar el mecanismo existente de generación de URLs firmadas para la carga de imágenes.,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000qv:,Tablero Sprint 1,,,Integración,{},,Por hacer,03/dic/25 12:31 AM,10947,DUMI-169,Diseños Personalizados
[Backend] Adaptar Endpoints de Lectura y Edición,DUMI-174,10989,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 12:31 AM,04/dic/25 1:47 AM,,,,0,Actualizar los métodos de listado y detalle para que incluyan el estado de borrador en la respuesta JSON. Modificar la lógica de actualización para permitir cambiar el estado de borrador a oficial (publicar).,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000r3:,Tablero Sprint 1,,,Desarrollo,{},,Por hacer,03/dic/25 12:31 AM,10947,DUMI-169,Diseños Personalizados
[Backend] Definir DTO de Edición (UpdateQuoteDTO),DUMI-175,11023,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 1:31 AM,04/dic/25 1:58 AM,,,,0,Implementar {{UpdateQuoteDTO}} utilizando {{ValidateNested}} para recibir un array de {{QuoteDetailDTO}}. Debe reutilizar la estructura de creación para permitir la recepción de {{customizations}} (JSONB) dentro de cada detalle.,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000rb:,Tablero Sprint 2,,,Validación,{},,Por hacer,03/dic/25 1:31 AM,10525,DUMI-92,Editar cotización
[Backend] Lógica de Validación de Negocio (Service),DUMI-176,11025,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 1:31 AM,04/dic/25 1:58 AM,,,,0,"Implementar métodos privados en {{QuoteService}}: {{validateNoDuplicateVariants}} para evitar variantes repetidas en el payload, y {{validateCustomizations}} para asegurar que la cantidad de items en el array de personalización no exceda la {{quantity}} solicitada.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000rj:,Tablero Sprint 2,,,Validación,{},,Por hacer,03/dic/25 1:31 AM,10525,DUMI-92,Editar cotización
[Backend] Implementar Estrategia de Actualización (Service),DUMI-177,11027,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 1:31 AM,04/dic/25 1:05 PM,,,,0,"En {{QuoteService.updateQuote}}, desarrollar el flujo transaccional: 1. Verificar estado {{PENDING}}. 2. Recalcular precios unitarios. 3. *Eliminar* físicamente los detalles anteriores ({{quoteDetailRepository.delete}}). 4. *Insertar* los nuevos detalles con sus customizaciones. 5. Actualizar el total en la cabecera.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000rr:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,03/dic/25 1:31 AM,10525,DUMI-92,Editar cotización
[Backend] Endpoint de Actualización (PUT),DUMI-178,11029,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 1:31 AM,04/dic/25 1:58 AM,,,,0,"En {{QuoteController}}, implementar el método {{PUT /quotes/:id}}. Debe recibir el {{id}} por parámetro URL y el {{UpdateQuoteDTO}} en el cuerpo, delegando la ejecución al servicio y retornando la cotización actualizada o {{CreatedClothes}}.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000rz:,Tablero Sprint 2,,,Integración,{},,Por hacer,03/dic/25 1:31 AM,10525,DUMI-92,Editar cotización
[Backend] Actualizar Entidad QuoteDetail (Soporte JSON),DUMI-179,11031,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 1:31 AM,04/dic/25 1:58 AM,,,,0,Asegurar que {{QuoteDetailEntity}} tenga la columna {{customizations}} definida como tipo {{jsonb}} (o {{simple-json}}) para persistir los datos de nombres y números que vienen en el proceso de actualización.,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000s7:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,03/dic/25 1:31 AM,10525,DUMI-92,Editar cotización
[Backend] Implementar Lógica de Cancelación (Service),DUMI-180,11065,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 9:33 AM,04/dic/25 1:57 AM,,,,0,"En {{QuoteService}}, crear el método {{cancelQuote(id)}}. Debe validar estrictamente que la cotización exista y que su estado actual sea {{PENDING}}. Si cumple, actualizar el estado a {{CANCELLED}}; de lo contrario, lanzar {{BadRequestException}} o {{NotFoundException}} según corresponda.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000sf:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,03/dic/25 9:33 AM,10526,DUMI-93,Cancelar cotización
[Backend] Endpoint Específico de Cancelación,DUMI-181,11067,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 9:33 AM,04/dic/25 1:57 AM,,,,0,"En {{QuoteController}}, exponer la ruta {{PATCH :id/cancel}}. Debe utilizar {{ParseUUIDPipe}} para el ID y delegar la ejecución al método {{cancelQuote}} del servicio, retornando la entidad actualizada confirmando el cambio de estado.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000sn:,Tablero Sprint 2,,,Integración,{},,Por hacer,03/dic/25 9:33 AM,10526,DUMI-93,Cancelar cotización
[Backend] Validar Inmutabilidad de Cancelados,DUMI-182,11069,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 9:33 AM,04/dic/25 1:57 AM,,,,0,"Asegurar (mediante el método {{updateStatus}} o lógica similar) que si una cotización ya está en estado {{CANCELLED}}, el sistema rechace cualquier intento posterior de modificar su estado o editar sus detalles.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000sv:,Tablero Sprint 2,,,Validación,{},,Por hacer,03/dic/25 9:33 AM,10526,DUMI-93,Cancelar cotización
[Backend] Test E2E de Cancelación,DUMI-183,11071,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,03/dic/25 9:33 AM,04/dic/25 1:57 AM,,,,0,Implementar pruebas de integración verificando: 1. Cancelación exitosa de una cotización {{PENDING}}. 2. Fallo controlado (400) al intentar cancelar una cotización que ya fue convertida a Orden ({{APPROVED}}) o rechazada.,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i000t3:,Tablero Sprint 2,,,Pruebas,{},,Por hacer,03/dic/25 9:33 AM,10526,DUMI-93,Cancelar cotización
[FRONTEND] Definir schema de validación con Zod para SignIn,DUMI-184,11105,Subtarea,Finalizada,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,Listo,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:44 AM,04/dic/25 5:47 AM,04/dic/25 10:33 AM,04/dic/25 5:47 AM,22/sep/25 12:00 AM,0,"Crear el schema {{signInSchema}} en schemas.ts utilizando Zod. Debe validar:

* {{email}}: formato de email válido, obligatorio
* {{password}}: mínimo 6 caracteres, obligatorio

Exportar el tipo inferido {{SignInInput}}.",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,;04/dic/25 5:47 AM;ug:14a1becf-b4f8-4db1-be5e-3b8dd417387b;3600,3600,0,3600,100 %,3600,0,3600,,,,,0|i000tb:,Tablero Sprint 1,22/sep/25 12:00 AM,,Validación,{},,Listo,04/dic/25 5:47 AM,10511,DUMI-81,Inicio de sesión de administrador
[FRONTEND] Definir tipos y constantes del módulo auth,DUMI-185,11107,Subtarea,Finalizada,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,Listo,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:44 AM,04/dic/25 5:48 AM,,04/dic/25 5:48 AM,22/sep/25 12:00 AM,0,"En types.ts:

* {{Role}}: {{'admin' | 'seller'}}
* {{SignInResponse}}: estructura de respuesta de SuperTokens (status, user)
* {{JWTPayload}}: estructura del payload del JWT (sub, st-role, appUserId, etc.)
* {{UserSession}}: datos extraídos del JWT para uso en la app

En constants.ts:

* {{ROLES}}: objeto con roles disponibles
* {{REDIRECT_PATHS}}: {{{ admin: '/admin', seller: '/seller' }}}
* {{AUTH_COOKIES}}: nombres de cookies ({{sAccessToken}}, {{antiCsrf}})
* {{AUTH_ERRORS}}: mensajes de error genéricos",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,;04/dic/25 5:48 AM;ug:14a1becf-b4f8-4db1-be5e-3b8dd417387b;3600,3600,0,3600,100 %,3600,0,3600,,,,,0|i000tj:,Tablero Sprint 1,22/sep/25 12:00 AM,,Desarrollo,{},,Listo,04/dic/25 5:48 AM,10511,DUMI-81,Inicio de sesión de administrador
[FRONTEND] Crear Data Access Layer (DAL) para sesión,DUMI-186,11109,Subtarea,Finalizada,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,Listo,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,03/dic/25 11:44 AM,04/dic/25 5:52 AM,,04/dic/25 5:52 AM,22/sep/25 12:00 AM,0,"Crear {{modules/auth/lib/dal.ts}}:

* {{getSession()}}: leer cookie {{sAccessToken}}, decodificar JWT con {{jose}}, retornar {{UserSession | null}}
* {{verifySession()}}: llamar a {{getSession()}}, si es null redirigir a {{/sign-in}}
* {{requireRole(allowedRoles: Role[])}}: verificar sesión + validar que el rol esté en {{allowedRoles}}, si no {{redirect()}} a página de acceso denegado o sign-in
* {{getAntiCsrfToken()}}: leer cookie {{antiCsrf}} para usar en peticiones mutativas",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,;04/dic/25 5:52 AM;ug:14a1becf-b4f8-4db1-be5e-3b8dd417387b;3600,3600,0,3600,100 %,3600,0,3600,,,,,0|i000tr:,Tablero Sprint 1,22/sep/25 12:00 AM,,Desarrollo,{},,Listo,04/dic/25 5:52 AM,10511,DUMI-81,Inicio de sesión de administrador
